x,y,z,magnitude
0.7040940672212915,0.01587054794165058,0.7099293417036735,6.7
0.9997174261645215,0.022090310757975136,-0.00877986296023728,6.29
0.9947729755573012,0.023160836124704105,-0.0994500013618795,4.61
0.9724907543038803,0.024191749243191826,0.23168187685277467,5.51
0.5232450652342131,0.014310913828500579,0.852062086618949,5.96
0.6548217598939972,0.01805254465373621,-0.7555677126511251,5.7
0.43512027578180196,0.01223317903013293,0.9002892284895923,5.59
0.8740746272117189,0.02522939687189767,0.48513608770959826,6.13
0.9193611273594194,0.027426527014676655,-0.3924575175943641,6.18
0.9538268340209246,0.030405705021786234,-0.298814095724662,6.19
0.9984417146567622,0.03371051246894259,-0.04447183133564382,6.43
0.9232879090869162,0.03135458015396027,-0.3828267587790585,5.94
0.8330868305462927,0.029304336889828097,-0.5523654484214052,5.68
0.998447878446852,0.035746237915044804,-0.04270878715090291,6.07
0.873267121288379,0.03197673795496713,0.4861913441295175,2.06
0.9875181180549493,0.035736041909993264,-0.1533978546845377,5.99
0.8019639325182836,0.03039950889782383,0.5965984585955457,6.19
0.9526449839950867,0.0355840138335627,-0.30199555034552067,6.06
0.9021886606600803,0.034934560106099063,0.42992464117164036,6.23
0.1784012537958237,0.0072718930964226795,0.9839309489059038,6.01
0.5123852478674153,0.020530999247510208,0.8585102421274577,2.27
0.9491680513068007,0.03745883225313521,0.31253295228612626,5.53
0.5873006200800015,0.02317776644446718,-0.8090369415522949,6.33
0.8823129486701978,0.03601576802315197,-0.4692832034737696,5.42
0.6972333833644999,0.028648792247123273,-0.716271495890262,3.88
0.9801982815797617,0.042960643614212146,0.1933021259281302,5.51
0.6930476274667663,0.031233744552173356,0.720214856319929,5.03
0.5416450218923574,0.024820944101704642,0.8402407934593081,6.74
0.994799042558769,0.044796603020292564,-0.09147747964389084,5.84
0.13517279761939063,0.005922454379983323,-0.9908043395735933,5.28
0.9749266909040976,0.04560688921409912,-0.2178025688989898,5.85
0.2883121623590073,0.013398937927573516,-0.9574427217845913,6.64
0.9626152867892651,0.04735341186071744,-0.2667010761597527,4.89
0.8834556024895964,0.044650872242972345,-0.46638235176482185,5.41
0.8167463022535509,0.04185097999341385,-0.5754771700326106,5.25
0.6662382417007764,0.034872341914999834,0.7449231672225137,6.16
0.9500482503480879,0.05048273771757422,-0.3079932064235759,5.25
0.790053145630123,0.04430915100381323,0.6114349730079799,6.73
0.9634822525726127,0.055708697145512305,0.2619131345311911,2.83
0.8895850256099933,0.05207207956552996,0.45379178126117325,6.3
0.7529946483647216,0.04445037809202094,0.6565235893869813,5.72
0.8970206166286367,0.053692181851856,-0.43871535527169264,5.94
0.894994495955072,0.05370807731468138,-0.4428321291881234,6.31
0.8351367256666553,0.05121935987636776,0.5476524688309483,6.25
0.936548368589284,0.059756878908333845,0.34540739528256376,4.8
0.9888224147629523,0.06247133527322473,-0.13537933495014803,5.12
0.08710976172614751,0.005069752098058551,-0.9961858195264968,5.77
0.9439706655333854,0.060382102671001435,-0.32445860181151953,4.44
0.9233505008175729,0.06025659210955776,0.3792004690757645,6.24
0.9860625715601826,0.06454353612716957,0.15334515614234576,5.79
0.9839984628596589,0.06409941510968377,-0.16624767689331774,5.75
0.8504598670519679,0.056176889369605985,0.5230317118824672,6.45
0.886804874030734,0.05881083067005063,0.4583867380184909,6.35
0.8183585929837605,0.053530473847743384,-0.572209491060115,6.17
0.225220939987016,0.01597941942545487,0.9741766710131127,6.35
0.7223909333235969,0.05165489872106797,0.6895528340090981,6.15
0.8510118138262648,0.06006205865838236,-0.5217005288840024,5.67
0.2428351701554026,0.01689551140450389,-0.9699204203593081,6.49
0.9870913806731153,0.07148436511242628,0.14331989305506926,6.11
0.47534415129861624,0.03522337307833961,0.8790945636364624,5.74
0.9359366340298886,0.06835453455950533,-0.3454710909554602,6.47
0.6679364146695197,0.050080733406623716,0.7425313906495011,5.89
0.7784606403353688,0.0581627091657518,0.6249929045286416,4.61
0.1940436948083723,0.01426386563721309,-0.9808891816317472,6.77
0.621566785040988,0.04814525470137841,0.7818802761187609,6.14
0.9424598549425542,0.07228393050345029,-0.32641148143506205,6.45
0.9965540182766912,0.07753364491493826,0.029472403410385654,6.17
0.7983255616395849,0.06398049959152893,0.5988178298154287,4.52
0.9778144465516275,0.07818643252071739,0.19433422211390813,6.05
0.7194655494108143,0.05884006593051299,0.6920311913868391,6.11
0.849665561982791,0.06925185133320683,0.5227548315103279,5.87
0.9868464734940029,0.08068561197154325,-0.140085223250805,6.46
0.7261205692998633,0.05941091272001866,-0.6849958118772819,6.33
0.9846160080826458,0.08366848155414568,-0.1533978546845377,3.56
0.7550000150586624,0.06503607330343145,0.6524915987433786,6.33
0.6553068208551043,0.05758163034822597,0.7531648733094346,6.52
0.4229715809844889,0.03713849962784186,-0.9053815623950351,4.23
0.8543455952739614,0.07627336297663259,0.5140777936618304,5.9
0.8360706021631757,0.07593512704969917,0.5433413334897785,5.79
0.9858053505364305,0.08884075389006443,0.14246098168267196,5.37
0.9776214159513139,0.08943648115985132,0.1904139777198397,6.56
0.7850023373144275,0.07255185582190862,0.6152296795731514,5.18
0.3467507257918956,0.03132797425255584,-0.9374339935120898,5.51
0.8709211921132066,0.08201957620568066,-0.48452973721656284,5.18
0.9351119118513196,0.08910084339130435,-0.3429675670099555,5.12
0.9677897470441036,0.09499919993384694,0.23314835948005086,6.23
0.2167291760826154,0.020369271452858495,-0.9760192400844516,5.97
0.9725215920053252,0.09734199500980789,-0.21148590754690566,6.39
0.8524523183723361,0.08662652804796839,-0.5155782089460181,6.55
0.7774739294967672,0.08183013271904797,0.6235688561274038,7.39
0.6119418505937292,0.06501965929023598,0.78822561199044,5.57
0.46931284156083125,0.05096642393498951,0.8815599130957448,5.4
0.9935481090721753,0.10659622573027053,-0.03872208180310127,6.07
0.5975568516972973,0.06572458446922055,0.7991283301109794,5.74
0.9932937132617595,0.11055273476593827,0.03384807277286828,5.77
0.21923522038978896,0.02473808983531045,-0.9753583674998337,2.8
0.7347012509136641,0.08462884757567644,-0.6730913980017202,2.39
0.7184864600561071,0.08250697992576239,-0.6906300058494228,3.94
0.9932599165115966,0.11590506954446045,-0.000867816380259851,6.19
0.8958624342417459,0.10700353524830644,-0.4312548461858928,5.98
0.9445138521814787,0.11617391913615181,0.3072412790460467,5.06
0.7091273312151338,0.08778712512987549,0.6995940599984634,5.17
0.8323830149182994,0.10193957879351238,-0.5447447464188375,4.81
0.9518346459759501,0.11776303964128305,0.28309481311794327,6.06
0.9767147044287317,0.12137494783472987,0.1769081914180686,6.04
0.9305110860856605,0.11570200414820309,-0.34750851055445225,6.43
0.7610992546173888,0.0949348242089417,-0.6416504529518174,5.43
0.7933160679718385,0.10072323126923573,0.600420225325884,6.26
0.6306528481277599,0.07944168055599651,-0.7719883448205572,6.26
0.22257966347063737,0.03020933558062932,0.9744463502179455,6.21
0.49596870091670486,0.06602584862798722,0.8658265617454516,5.94
0.8606966620337738,0.11377773612849804,0.4962417583450567,5.23
0.9583419953130452,0.1255938673576207,-0.25652836198277906,6.14
0.8398103503810114,0.10987354618709196,-0.5316449748104424,6.57
0.9890583695234892,0.13038762386681396,-0.06901166001411092,5.72
0.9070189852048532,0.12093489741214808,-0.40335010978785096,5.19
0.7487391028618732,0.1001137267975462,-0.6552610148271479,6.19
0.6604704030271337,0.08822822927504477,-0.7456504719264688,5.69
0.39469892797830086,0.054455996835144974,0.9171953448756,6.18
0.8252780859336538,0.11388068071707598,0.5531250052538758,5.87
0.5748184749227467,0.08020581274079047,0.8143406833077155,4.73
0.598286409187969,0.08324971292721799,0.7969459566862122,5.6
0.6524633782706274,0.0900048514331878,-0.7524564218173502,4.77
0.45034283625238536,0.06238008073533409,-0.8906739332458373,4.37
0.450218985892122,0.06239295778348915,-0.8907356417935105,4.54
0.7181797317865111,0.10236131538566966,0.6882877552038613,6.7
0.32243242537126965,0.04721263033531925,0.9454143528665202,6.42
0.4503436624123591,0.06529672344958262,0.8904644426543779,4.16
0.928454687492219,0.13293096197291115,0.3468447096651212,5.38
0.9827395011687834,0.13984996008937942,0.12109938689163403,5.67
0.8774224994841808,0.12555934273988228,0.4629952579127151,6.67
0.8716269754183413,0.12567453975006898,0.4737851050652423,6.3
0.5690628282686122,0.08294966712372656,0.8180995356354818,5.93
0.4488898124303118,0.06454606363481499,-0.8912529057262758,5.09
0.39029723835655505,0.05905303706295625,0.9187931239103216,6.48
0.8604752136150422,0.12739003665858237,-0.49330942147324985,5.55
0.31777094101077663,0.04662448753505108,-0.9470204782427988,6.13
0.603628006096395,0.09146078418443813,-0.7920026232358439,5.57
0.9616201321051474,0.14767105019334548,0.23125739440042395,6.4
0.9862539300014931,0.15289316171504155,-0.0626647162076731,5.2
0.9879573812696788,0.15447445982926303,-0.008823494501377576,5.93
0.5781392703119534,0.09192601374053937,0.8107432343972636,5.08
0.9616249097827835,0.15192651258576836,0.22846414961385064,6.41
0.48881300016496115,0.07841547825033145,0.8688572170618724,5.79
0.661025066367055,0.10376495211817237,-0.7431545575089639,5.51
0.5691995939404195,0.08902401909713328,-0.8173656135915278,6.06
0.8778313962559544,0.14034391907199317,0.457947184866154,6.5
0.9541183201938527,0.15133088158357505,-0.25837413831418726,6.45
0.9101568748464178,0.14462288158118572,-0.38819928553895666,6.06
0.7042245092432309,0.11398590456739717,0.7007674750879088,5.13
0.5815888974887002,0.0946439606883301,0.8079584611990296,3.66
0.8210187231509304,0.13327626896401681,0.5551267354097145,4.36
0.9524674396444817,0.15421630596782177,0.26272249121596886,5.89
0.901489756593308,0.14730150976802184,0.4069625093020237,6.47
0.8043317175069892,0.1322609862443076,0.5792732686133031,5.48
0.12866824072952196,0.022565173485203472,0.9914309339400059,6.4
0.8959890349296561,0.14730596916922678,-0.41893269236589564,5.57
0.41528505994906123,0.06693302198647322,-0.9072256001408155,6.42
